C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,regression target,classification target
single,2nd phase - general contingent,sixth choice,Management,daytime,Secondary education,66.5,Portuguese,yes,no,no,yes,female,no,19,no,0,5.0,9,2,11.0,0,0.0,5.0,12,2.0,10.0,0,7.6,2.6,0.32,0.6459999999999999,failure
single,1st phase - general contingent,third choice,Advertising and Marketing Management,daytime,Secondary education,80.0,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,7,5,13.4,0,0.0,6.0,6,5.0,12.8,0,12.7,3.7,-1.7,0.6865000000000001,success
single,2nd phase - general contingent,fifth choice,Nursing,daytime,Secondary education,73.0,Portuguese,yes,no,no,yes,female,no,18,no,0,7.0,7,6,13.98333333,0,0.0,7.0,7,6.0,13.98333333,0,7.6,2.6,0.32,0.679,success
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,66.55,Portuguese,no,no,yes,no,male,no,32,no,0,6.0,8,3,13.0,0,4.0,10.0,14,6.0,11.42857143,0,16.2,0.3,-0.92,0.65,failure
single,2nd phase - general contingent,fourth choice,Journalism and Communication,,Secondary education,63.5,Portuguese,no,no,no,yes,female,no,18,no,0,6.0,6,0,0.0,0,0.0,6.0,0,0.0,0.0,0,8.9,1.4,3.51,0.6,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,67.5,Portuguese,no,no,no,yes,female,no,19,no,0,6.0,13,3,,0,0.0,6.0,12,3.0,10.33333333,0,7.6,2.6,0.32,0.605,success
single,Over 23 years old,second choice,Oral Hygiene,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,,no,no,yes,male,no,37,no,0,7.0,15,0,0.0,0,0.0,7.0,13,0.0,0.0,1,11.1,0.6,2.02,0.5525,failure
single,1st phase - special contingent (Azores Island),second choice,Advertising and Marketing Management,daytime,Secondary education,67.5,Portuguese,yes,no,no,yes,female,no,19,no,0,6.0,7,6,13.42857143,0,0.0,6.0,6,4.0,14.0,0,12.4,,1.79,0.7015,success
single,Change of course,second choice,Advertising and Marketing Management,daytime,Frequency of higher education,85.0,Portuguese,no,,no,yes,male,no,35,no,1,5.0,5,1,14.0,0,0.0,5.0,5,0.0,0.0,0,9.4,-0.8,-3.12,0.5579999999999999,failure
single,1st phase - general contingent,fifth choice,Journalism and Communication,daytime,Secondary education,62.0,Portuguese,yes,no,no,yes,male,no,20,no,0,,6,6,16.83333333,0,0.0,6.0,6,6.0,16.66666667,0,8.9,1.4,3.51,0.685,success
single,Change of institution/course,second choice,Communication Design,daytime,Secondary education,62.5,Portuguese,yes,no,no,yes,male,no,20,no,2,6.0,7,6,12.83333333,0,0.0,6.0,9,4.0,13.4,0,8.9,1.4,3.51,0.65,success
divorced,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,66.55,Portuguese,no,no,no,yes,female,yes,43,no,0,6.0,6,0,0.0,0,0.0,5.0,5,0.0,0.0,0,8.9,1.4,3.51,0.7,failure
single,2nd phase - general contingent,third choice,Oral Hygiene,daytime,Secondary education,61.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,7.0,7,7,11.97142857,0,0.0,8.0,8,8.0,14.4375,0,15.5,2.8,-4.06,0.5915,success
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,69.0,Portuguese,yes,no,no,yes,female,yes,18,no,0,7.0,7,7,14.48571429,0,0.0,8.0,9,8.0,14.58888889,0,16.2,0.3,-0.92,0.6375,success
single,1st phase - general contingent,third choice,Basic Education,daytime,Secondary education,56.0,Portuguese,yes,no,yes,yes,female,yes,20,no,0,7.0,7,7,13.85714286,0,0.0,7.0,8,7.0,12.57142857,0,8.9,1.4,3.51,0.5305,success
single,1st phase - general contingent,second choice,Social Service (evening attendance),evening,Secondary education,65.0,Portuguese,no,no,no,yes,male,no,20,no,0,6.0,7,6,12.16666667,0,0.0,6.0,9,6.0,12.0,0,7.6,,0.32,0.5905,success
single,Change of course,second choice,Management (evening attendance),evening,Secondary education,68.0,Portuguese,no,no,no,no,male,no,26,no,8,12.0,12,8,11.25,0,3.0,8.0,8,3.0,11.33333333,0,7.6,2.6,0.32,0.6695,failure
single,Over 23 years old,second choice,Agronomy,daytime,Higher education - degree,65.0,Portuguese,,no,no,yes,female,no,35,no,0,6.0,10,6,14.0,0,0.0,6.0,11,6.0,13.1,0,16.2,0.3,-0.92,0.75,success
single,2nd phase - general contingent,fifth choice,Advertising and Marketing Management,daytime,Secondary education,61.0,Portuguese,yes,no,no,yes,male,no,18,no,0,6.0,8,6,13.625,0,0.0,6.0,7,6.0,14.28571429,0,11.1,0.6,2.02,0.598,success
single,1st phase - general contingent,third choice,Informatics Engineering,daytime,Secondary education,63.0,Portuguese,yes,no,no,yes,male,no,20,no,0,5.0,7,5,10.8,0,0.0,5.0,9,3.0,12.0,0,8.9,1.4,3.51,0.6125,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,64.0,Portuguese,yes,,no,yes,male,no,18,no,0,7.0,7,7,12.44428571,0,0.0,8.0,11,7.0,11.34714286,0,12.4,0.5,1.79,0.628,success
single,Over 23 years old,second choice,Veterinary Nursing,daytime,Secondary education,66.55,Portuguese,,no,no,yes,female,no,26,no,0,6.0,11,3,11.75,0,0.0,6.0,19,4.0,12.8,0,12.4,0.5,1.79,0.7245,success
married,Change of course,second choice,Management (evening attendance),evening,Higher education - degree,70.0,Portuguese,no,no,yes,yes,female,no,34,no,4,10.0,25,5,12.2,0,3.0,9.0,18,8.0,12.22222222,0,16.2,0.3,-0.92,0.7,failure
single,1st phase - general contingent,third choice,Tourism,daytime,Secondary education,68.5,Portuguese,yes,no,no,,female,no,18,no,0,6.0,10,4,11.75,0,0.0,6.0,9,5.0,11.2,0,7.6,2.6,0.32,0.6255,success
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,67.5,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,6,6,12.83333333,0,0.0,6.0,7,6.0,12.16666667,0,11.1,0.6,2.02,0.647,success
single,2nd phase - general contingent,fourth choice,Management,daytime,Secondary education,61.0,Portuguese,yes,no,yes,yes,male,no,19,no,0,5.0,10,4,11.0,0,0.0,5.0,13,2.0,12.0,0,8.9,1.4,3.51,0.5805,success
married,Over 23 years old,second choice,Communication Design,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,no,male,no,38,,0,6.0,6,0,0.0,0,0.0,6.0,8,0.0,0.0,0,10.8,1.4,1.74,0.6315,failure
single,Technological specialization diploma holders,second choice,Animation and Multimedia Design,daytime,Technological specialization course,55.0,Portuguese,no,no,no,no,female,no,26,no,4,9.0,9,4,11.25,0,3.0,10.0,12,3.0,11.0,0,12.4,0.5,1.79,0.5415,failure
single,1st phase - general contingent,third choice,Veterinary Nursing,daytime,Secondary education,61.0,Portuguese,yes,no,no,yes,female,no,18,no,0,,13,6,13.15384615,0,0.0,6.0,12,3.0,11.0,0,15.5,,-4.06,0.5805,success
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,70.5,Portuguese,yes,no,no,yes,female,yes,18,no,0,6.0,6,6,12.66666667,0,0.0,6.0,6,6.0,12.0,0,9.4,-0.8,-3.12,0.628,success
single,Change of course,second choice,Equinculture,daytime,Secondary education,70.0,Portuguese,no,no,no,yes,female,no,20,no,10,17.0,29,14,12.5625,4,7.0,12.0,24,12.0,12.85714286,1,15.5,2.8,-4.06,0.7,success
single,1st phase - general contingent,third choice,Veterinary Nursing,daytime,Secondary education,78.0,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,8,6,16.0,0,0.0,6.0,10,6.0,14.625,0,11.1,0.6,2.02,0.7545000000000001,failure
single,2nd phase - general contingent,second choice,Management,daytime,Secondary education,58.0,Portuguese,no,no,no,no,male,no,22,no,0,5.0,10,4,11.5,0,0.0,5.0,11,4.0,14.0,0,8.9,1.4,3.51,0.5785,success
single,Technological specialization diploma holders,second choice,Veterinary Nursing,daytime,Technological specialization course,80.0,Portuguese,yes,no,no,yes,,no,23,no,1,6.0,12,4,13.4,0,1.0,6.0,17,2.0,13.5,0,12.4,0.5,1.79,0.8,success
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,66.55,Portuguese,no,no,no,,male,no,25,no,0,5.0,11,4,11.5,0,0.0,5.0,11,3.0,13.5,0,12.4,0.5,1.79,0.7559999999999999,failure
single,2nd phase - general contingent,second choice,Animation and Multimedia Design,,Secondary education,67.5,Portuguese,yes,no,no,yes,male,no,19,no,6,12.0,12,12,13.58333333,0,4.0,11.0,12,11.0,13.58333333,0,8.9,1.4,3.51,0.6595,success
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,60.0,Portuguese,no,no,no,yes,male,no,21,no,0,6.0,9,5,13.4,0,0.0,6.0,9,5.0,12.4,0,8.9,1.4,3.51,0.6,success
single,Over 23 years old,second choice,Management,daytime,Secondary education,55.0,Portuguese,no,no,yes,no,male,no,26,no,0,5.0,5,0,0.0,0,0.0,5.0,9,0.0,0.0,0,10.8,1.4,1.74,0.5515,failure
single,Over 23 years old,second choice,Basic Education,daytime,Secondary education,65.0,Portuguese,no,no,no,,female,no,27,no,0,6.0,9,5,13.2,0,0.0,6.0,10,5.0,12.0,0,7.6,2.6,0.32,0.5125,success
single,Technological specialization diploma holders,second choice,Veterinary Nursing,daytime,Technological specialization course,70.0,Portuguese,yes,no,no,yes,female,no,29,no,0,6.0,0,0,0.0,0,0.0,6.0,0,0.0,0.0,0,15.5,2.8,-4.06,0.7,failure
single,1st phase - special contingent (Madeira Island),third choice,Communication Design,daytime,Secondary education,68.5,Portuguese,yes,no,yes,yes,male,no,19,no,0,6.0,11,5,11.2,0,0.0,6.0,7,,12.0,0,9.4,-0.8,-3.12,0.706,success
divorced,Over 23 years old,second choice,Veterinary Nursing,daytime,Secondary education,55.0,Portuguese,no,no,no,no,female,no,35,no,0,5.0,14,1,12.0,2,0.0,5.0,11,2.0,10.5,1,9.4,-0.8,-3.12,0.55,failure
single,3rd phase - general contingent,fourth choice,Management,daytime,Secondary education,66.55,Portuguese,yes,no,no,no,,no,23,no,0,5.0,0,0,0.0,0,0.0,5.0,0,0.0,0.0,0,8.9,1.4,3.51,0.505,failure
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,73.5,Portuguese,yes,no,no,yes,male,yes,18,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.8,1.4,1.74,0.672,success
single,2nd phase - general contingent,seventh choice,Informatics Engineering,daytime,Secondary education,55.5,Portuguese,yes,no,no,yes,male,no,19,no,0,5.0,10,3,10.5,0,0.0,5.0,11,3.0,10.8,0,12.4,0.5,1.79,0.5325,failure
single,1st phase - special contingent (Madeira Island),fifth choice,Nursing,daytime,Secondary education,72.5,Portuguese,yes,no,no,yes,female,no,18,no,0,8.0,8,8,13.11,0,0.0,8.0,8,8.0,13.11,0,9.4,-0.8,-3.12,0.6375,success
single,3rd phase - general contingent,third choice,Social Service (evening attendance),evening,Secondary education,58.5,Portuguese,yes,no,no,yes,female,yes,19,no,0,6.0,8,6,10.83333333,0,0.0,6.0,9,6.0,11.5,0,10.8,1.4,1.74,0.5589999999999999,success
single,1st phase - general contingent,second choice,Informatics Engineering,daytime,Secondary education,74.0,Portuguese,no,no,no,no,,yes,18,no,0,,6,5,15.0,0,0.0,5.0,6,5.0,14.2,0,8.9,1.4,3.51,0.649,success
married,Change of course,second choice,Management (evening attendance),evening,Secondary education,65.0,Portuguese,yes,,no,,female,no,38,no,4,10.0,14,4,10.75,0,2.0,10.0,10,2.0,10.0,0,7.6,2.6,0.32,0.55,failure
single,1st phase - general contingent,second choice,Tourism,daytime,Secondary education,69.0,Brazilian,yes,no,no,yes,female,yes,20,yes,0,6.0,7,6,12.85714286,0,0.0,6.0,8,5.0,11.8,0,8.9,1.4,3.51,0.6325,success
single,Change of course,second choice,Nursing,daytime,Secondary education,70.0,Portuguese,no,no,no,yes,female,yes,19,no,0,7.0,9,6,14.25,0,0.0,8.0,11,8.0,13.06363636,0,16.2,0.3,-0.92,0.693,success
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,74.5,Portuguese,yes,no,no,yes,male,yes,20,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.8,1.4,1.74,0.7905,success
single,2nd phase - general contingent,third choice,Basic Education,daytime,Secondary education,61.5,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,7,2,14.5,0,0.0,6.0,6,1.0,10.0,0,15.5,2.8,-4.06,0.6204999999999999,failure
single,Over 23 years old,second choice,Veterinary Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,,no,no,yes,female,no,26,no,0,5.0,11,1,12.0,1,0.0,5.0,12,,0.0,4,10.8,1.4,1.74,0.52,failure
single,1st phase - general contingent,second choice,Informatics Engineering,daytime,Secondary education,66.0,Portuguese,yes,no,no,,male,no,19,,0,5.0,7,3,12.0,0,0.0,6.0,10,2.0,10.5,0,11.1,0.6,2.02,0.6655,failure
single,2nd phase - general contingent,fourth choice,Communication Design,daytime,,64.0,Portuguese,yes,no,no,yes,male,no,18,no,0,6.0,6,6,14.16666667,0,0.0,6.0,8,5.0,13.0,0,10.8,1.4,1.74,0.6225,success
single,Transfer,second choice,Social Service,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,female,no,21,no,10,13.0,21,11,13.27272727,0,6.0,11.0,13,9.0,13.0,0,7.6,2.6,0.32,0.67,success
single,1st phase - general contingent,fifth choice,Management,daytime,Secondary education,54.0,Portuguese,yes,no,no,,male,no,19,no,0,5.0,5,0,0.0,0,0.0,5.0,5,0.0,0.0,0,12.4,0.5,1.79,0.5455,failure
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,62.5,Portuguese,no,no,no,yes,female,yes,19,no,0,6.0,7,6,13.42857143,0,0.0,6.0,6,6.0,13.16666667,0,15.5,2.8,-4.06,0.585,success
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Secondary education,60.0,Portuguese,no,no,no,yes,male,no,19,no,0,6.0,17,1,11.0,0,0.0,6.0,19,0.0,0.0,0,16.2,0.3,-0.92,0.6,success
married,Change of course,second choice,Social Service (evening attendance),evening,Secondary education,80.0,Portuguese,no,no,no,yes,female,no,50,no,7,11.0,11,11,13.54545455,0,3.0,7.0,7,7.0,13.57142857,0,16.2,0.3,-0.92,0.7045,success
single,2nd phase - general contingent,second choice,Tourism,daytime,,74.0,Portuguese,,no,no,yes,,no,20,no,0,6.0,7,6,13.71428571,0,0.0,6.0,8,6.0,14.71428571,0,16.2,0.3,-0.92,0.726,success
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,70.5,Portuguese,yes,no,no,yes,male,no,18,no,0,5.0,5,5,13.6,0,0.0,5.0,6,4.0,13.25,1,10.8,,1.74,0.6945,success
single,1st phase - general contingent,seventh choice,Social Service,daytime,Secondary education,62.5,Portuguese,yes,no,no,yes,female,yes,19,no,0,6.0,6,6,13.5,0,0.0,6.0,7,6.0,13.28571429,0,11.1,0.6,2.02,0.5920000000000001,success
single,1st phase - general contingent,fifth choice,Animation and Multimedia Design,daytime,Secondary education,69.5,Portuguese,yes,no,no,yes,female,no,19,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.8,1.4,1.74,0.639,failure
single,1st phase - general contingent,third choice,Journalism and Communication,daytime,Secondary education,71.5,Portuguese,yes,no,no,yes,male,yes,19,no,0,6.0,7,6,13.66666667,0,0.0,6.0,6,6.0,13.83333333,0,12.7,3.7,-1.7,0.7204999999999999,success
single,1st phase - general contingent,sixth choice,Communication Design,daytime,Secondary education,67.0,Portuguese,yes,no,no,yes,female,no,18,no,0,6.0,7,2,11.0,0,0.0,6.0,0,0.0,0.0,0,9.4,-0.8,-3.12,0.649,failure
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,59.0,Portuguese,yes,,no,yes,female,no,20,no,0,7.0,9,6,13.68333333,0,0.0,8.0,11,6.0,13.11666667,0,11.1,0.6,2.02,0.5710000000000001,success
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,55.0,Portuguese,no,no,no,yes,male,no,49,no,0,5.0,6,5,12.2,0,0.0,5.0,9,5.0,11.8,0,15.5,2.8,-4.06,0.75,success
single,1st phase - general contingent,seventh choice,Journalism and Communication,daytime,Secondary education,58.0,Portuguese,yes,no,no,yes,female,yes,19,no,0,6.0,8,6,12.66666667,0,0.0,6.0,10,5.0,12.0,0,12.4,0.5,1.79,0.5505,success
single,2nd phase - general contingent,second choice,Social Service,daytime,Secondary education,65.0,Portuguese,yes,no,no,yes,female,yes,21,no,0,6.0,8,1,10.0,0,0.0,6.0,13,5.0,11.4,0,12.7,3.7,-1.7,0.61,success
single,1st phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,62.5,Portuguese,no,no,no,yes,female,no,19,no,0,6.0,7,6,14.85714286,0,0.0,6.0,6,6.0,13.33333333,0,12.4,0.5,1.79,0.62,success
single,Change of course,second choice,Nursing,daytime,Secondary education,70.5,Portuguese,no,no,no,yes,male,no,18,no,0,7.0,7,7,11.82857143,0,0.0,8.0,10,7.0,12.9125,0,13.9,-0.3,0.79,0.5,success
single,1st phase - general contingent,second choice,Basic Education,daytime,Secondary education,65.0,Portuguese,no,no,no,yes,female,no,18,no,0,7.0,9,7,12.57142857,0,0.0,7.0,8,7.0,14.42857143,0,11.1,0.6,2.02,0.659,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,65.0,Portuguese,no,no,yes,yes,male,yes,22,no,0,5.0,8,5,10.66666667,0,0.0,5.0,11,2.0,11.0,0,15.5,2.8,-4.06,0.594,success
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,68.5,Portuguese,yes,no,no,yes,male,no,19,no,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,15.5,2.8,-4.06,0.652,success
single,2nd phase - general contingent,fifth choice,Nursing,daytime,Secondary education,68.5,Portuguese,yes,no,no,yes,male,yes,18,no,0,8.0,8,7,15.07,0,0.0,8.0,8,7.0,15.07,0,10.8,,1.74,0.6065,success
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,80.0,Portuguese,no,no,no,yes,female,no,23,no,0,5.0,8,3,10.66666667,0,0.0,5.0,8,5.0,11.6,0,7.6,2.6,0.32,0.7565000000000001,success
single,1st phase - special contingent (Madeira Island),fourth choice,Basic Education,daytime,Secondary education,67.0,Portuguese,yes,no,no,yes,female,,19,no,0,6.0,8,5,12.2,0,0.0,6.0,8,5.0,11.8,0,10.8,1.4,1.74,0.6054999999999999,success
single,2nd phase - general contingent,fourth choice,Social Service,daytime,Secondary education,70.5,Portuguese,yes,no,no,yes,female,yes,19,no,0,6.0,8,6,11.33333333,0,0.0,6.0,6,6.0,11.83333333,0,8.9,1.4,3.51,0.628,success
single,Over 23 years old,third choice,Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,66.55,Portuguese,no,no,no,,male,no,32,no,0,5.0,5,0,0.0,0,0.0,5.0,9,0.0,0.0,0,10.8,1.4,1.74,0.5815,failure
single,1st phase - general contingent,third choice,Social Service,daytime,Secondary education,60.5,Portuguese,yes,no,yes,,female,no,20,no,0,6.0,7,6,12.66666667,0,0.0,6.0,7,6.0,11.83333333,0,8.9,1.4,3.51,0.5965,success
single,2nd phase - general contingent,second choice,Veterinary Nursing,daytime,Secondary education,69.5,Portuguese,no,no,no,yes,female,no,19,no,0,5.0,7,5,13.0,1,0.0,5.0,7,5.0,13.33333333,0,7.6,2.6,0.32,0.6809999999999999,success
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,78.0,Portuguese,no,no,no,yes,female,no,18,no,0,8.0,8,7,15.7,0,0.0,8.0,8,7.0,15.7,0,12.7,3.7,-1.7,0.7040000000000001,success
single,Over 23 years old,second choice,Management (evening attendance),evening,Higher education - degree (1st cycle),65.0,Portuguese,yes,no,no,yes,female,no,27,no,0,,0,0,0.0,0,0.0,5.0,0,0.0,0.0,0,8.9,1.4,3.51,0.76,failure
single,1st phase - general contingent,second choice,Informatics Engineering,daytime,Secondary education,65.0,Portuguese,yes,no,no,yes,male,no,20,no,0,5.0,5,0,0.0,0,0.0,5.0,0,0.0,0.0,0,9.4,-0.8,-3.12,0.701,failure
single,1st phase - general contingent,second choice,Social Service,daytime,Secondary education,68.0,Portuguese,yes,no,no,yes,female,no,20,no,0,6.0,7,6,11.66666667,0,0.0,6.0,10,6.0,11.33333333,0,7.6,2.6,0.32,0.626,success
single,1st phase - general contingent,second choice,Agronomy,daytime,Secondary education,74.0,Portuguese,no,no,yes,yes,male,no,18,no,0,6.0,6,5,15.0,0,0.0,6.0,8,4.0,14.5,0,8.9,1.4,3.51,0.7175,success
,Over 23 years old,second choice,Nursing,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,female,yes,32,no,0,8.0,9,7,12.75714286,0,0.0,8.0,9,7.0,12.75714286,0,12.7,3.7,-1.7,0.6,success
single,Change of course,second choice,Management,,Secondary education,76.5,Portuguese,no,no,no,yes,female,yes,18,no,0,5.0,9,5,13.2,0,0.0,5.0,13,5.0,14.4,5,16.2,0.3,-0.92,0.7390000000000001,success
married,Over 23 years old,second choice,Nursing,daytime,Secondary education,66.55,Portuguese,no,no,no,yes,female,,30,no,0,7.0,0,0,0.0,0,0.0,8.0,0,0.0,0.0,0,13.9,-0.3,0.79,0.5945,failure
